st,rptdate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40
CA,2/28/2021,117608,39960,63186,5642658,5060178,1252096924,95395,29548,401168,12895,288,6389,185,3209,62,7246,212,4298,114,2309,48,119,2017,496001,16041191,41,295,100334,0,43191,24806,252,2511,695253,0,0,0,0,0,0
CA,3/31/2021,113648,36689,30602,5783849,5009041,1241083635,95487,27285,739307,15989,281,10360,293,6017,143,11464,183,7116,204,4486,109,132,2722,734420,17157433,37,296,106310,0,76716,53906,196,2311,664459,0,1,15,4134,0,0
CA,4/30/2021,84895,43150,19706,5538232,4639124,1149420568,72009,36873,867166,13286,234,11840,179,6779,57,9694,156,8032,98,4992,38,79,1183,287124,16065684,28,317,99684,0,71774,47336,81,817,229578,0,0,0,0,0,0
CA,5/31/2021,69798,41181,33504,5538355,5305045,1323433647,62808,38863,200842,14068,186,12978,238,7723,93,10645,102,8881,150,5906,66,69,1045,292458,15841625,32,458,130452,0,80910,53586,17,175,51978,0,0,0,0,0,0
CA,6/30/2021,100113,63407,39542,5283539,5029616,1340188466,88377,61869,235345,12297,253,13249,329,7636,101,9567,160,9076,180,5838,63,43,550,171023,16452404,25,367,134963,0,65109,41203,11,127,42477,0,0,0,0,0,0
CA,7/31/2021,188794,145598,82718,5594297,5184783,1375195195,179152,142449,356544,9632,242,11157,225,6112,68,7485,166,7905,161,4764,56,40,613,237028,19662658,33,506,203025,0,51386,31121,9,36,8195,0,0,0,0,0,0
CA,8/31/2021,217117,163137,140631,7280127,6676712,1981653942,208892,160048,587619,8456,249,10722,219,6008,71,6723,161,7939,128,4811,46,11,305,116657,23669125,5,154,79619,0,71514,45548,27,338,144962,0,0,0,0,0,0
CA,9/30/2021,49173,30406,61351,3465057,3252007,1028233609,45488,28496,232373,6151,249,8366,249,4643,61,4874,172,6432,155,3770,47,5,87,25144,10247606,2,37,10002,0,71514,45548,17,148,49363,0,0,0,0,0,0
CA,10/31/2021,20707,14155,13147,716671,610427,231254059,19696,13805,130408,4532,163,7312,250,3785,61,3528,114,5655,159,3144,49,9,151,43797,4278812,1,6,1199,0,23064,12777,11,175,45619,0,0,0,0,0,0
CA,11/30/2021,1537,376,702,392627,311012,118445307,1155,278,1046241,3103,152,6095,198,3108,58,2394,121,4790,58,2552,51,5,140,28464,2591030,3,70,17222,0,61389,51436,60,1326,389682,0,0,0,0,0,0
CA,12/31/2021,1231,330,1162,264442,219557,74672402,863,253,1379531,3650,154,6170,151,2865,53,2077,96,4417,111,2216,42,4,82,29668,2338910,3,80,29536,0,110933,92996,17,263,62220,0,0,0,0,0,0
CA,1/31/2022,1208,204,981,144997,122964,39040101,817,156,61400,5621,161,4919,152,2043,50,4668,121,3952,107,1684,39,4,53,19409,1673033,1,24,12636,0,61585,38381,17,491,140812,0,0,0,0,0,0
CA,2/28/2022,254,160,548,78880,65109,20998671,189,115,43265,8580,141,4382,139,1781,48,7256,119,3415,103,1423,36,2,27,4191,1362588,2,27,4191,0,13408,8389,10,295,104422,0,0,0,0,0,0
CA,3/31/2022,223,178,487,69433,58595,20003423,174,132,31789,9167,144,4378,136,1740,40,7844,113,3490,114,1401,35,7,133,36154,1264597,5,69,24971,0,80507,74684,4,42,12798,0,0,0,0,0,0
CA,4/30/2022,158,134,364,55002,46502,16460808,136,113,20096,6735,119,4352,105,1996,25,5802,81,3490,82,1634,24,3,18,6041,1113594,2,12,3341,0,13293,21267,9,205,54687,0,0,0,0,0,0
CA,5/31/2022,145,114,300,49957,39829,13332639,118,90,20941,4760,168,5221,135,2913,44,4035,139,4310,91,2489,36,3,18,3663,1306999,2,3,527,0,98073,88865,9,208,74346,0,0,0,0,0,0
CA,6/30/2022,79,65,155,32470,25988,8929400,55,45,13679,3254,241,6952,139,4151,45,2839,201,5823,107,3558,35,13,192,78004,1677872,7,62,33583,0,120925,113369,11,311,97718,0,0,0,0,0,0
CA,7/31/2022,48,48,111,25452,20704,7146386,41,41,10627,2059,185,5973,231,3523,75,1703,158,5079,194,3044,67,10,103,21243,1443488,8,57,13562,0,16027,10233,6,154,63634,0,2,88,51480,0,0
CA,8/31/2022,62,60,129,29921,23913,8198259,55,53,13230,1676,547,7191,488,4015,181,1338,474,6245,425,3550,161,13,132,28866,1736521,4,36,8884,0,37359,33610,12,430,153553,0,0,0,0,0,0
CA,9/30/2022,65,59,112,21275,17623,6376361,54,52,9087,1288,178,4605,301,2528,120,1046,140,3950,247,2213,101,8,137,42263,1116402,6,78,18386,0,10515,6763,4,128,38062,0,2,39,22815,0,0
CA,10/31/2022,104,103,137,22424,19601,6175676,99,99,6619,1058,160,3389,250,1842,61,836,136,2836,159,1581,49,3,46,10314,731415,3,46,10314,0,13125,11158,3,62,30219,0,1,36,20779,0,0
CO,4/30/2020,51744,51744,31744,195860,160440,58004947,51744,51744,2070,0,0,0,0,0,0,0,0,0,0,0,0,308,474,125288,2879023,44,55,12640,0,0,0,0,0,0,0,0,0,0,0,0
CO,5/31/2020,33085,33085,41012,472934,436328,140639953,33085,33085,6417,0,0,0,0,0,0,0,0,0,0,0,0,3774,21927,5293646,2158064,717,4627,1141001,59,9238,0,0,0,0,0,0,0,0,0,0
CO,6/30/2020,56759,38867,37797,674844,652002,187230294,56759,38867,56175,0,0,0,0,0,0,0,0,0,0,0,0,3985,38738,12104942,3577741,2066,21811,7582936,74,326378,1712,1,18,4014,0,1,18,4014,0,0
CO,7/31/2020,159962,28353,76138,466088,479001,141722220,159962,28353,75490,57,0,34,0,9,0,57,0,34,0,9,0,18017,100306,28113397,8915678,15394,63230,19589832,125,809700,49487,2,33,11439,0,2,33,11439,0,0
CO,8/31/2020,166057,15730,34743,467491,368422,121342893,166057,15730,136544,42,1,30,0,12,0,42,1,30,0,12,0,37605,96065,40782059,9239465,36239,67825,33942950,2,843305,16649,3,28,8143,0,3,28,8143,0,0
CO,9/30/2020,37313,10321,7318,341009,297834,83707352,37313,10321,68105,12,3,8,2,3,1,12,3,8,2,3,1,18451,133198,40768917,2293838,14840,38908,18418975,0,1127347,3038,0,0,0,0,0,0,0,0,0
CO,10/31/2020,59910,12023,10465,341163,288923,82539620,59910,12023,46499,51,2,11,3,2,0,51,2,11,3,2,0,5388,96174,23517907,3389411,2596,16003,5198112,3,405007,40754,0,0,0,0,0,0,0,0,0
CO,11/30/2020,261314,35397,42642,477443,373062,130044369,261314,35397,164894,33,1,6,2,3,0,33,1,6,2,3,0,17824,106098,37571570,13785426,15686,41526,22220756,2436,27915,0,20,249,55555,0,20,249,55555,0,0
CO,12/31/2020,299844,75915,62736,531218,486495,177377554,299844,75915,178929,10,3,8,1,1,0,10,3,8,1,1,0,30097,142089,55582997,15802020,28449,88941,42599347,14857,78541,6057,3,38,8900,0,3,38,8900,0,0
CO,1/31/2021,0,0,3807,37367,39683,12439557,0,0,18332,30,4,15,4,3,1,30,4,15,4,3,1,30245,120637,43828023,39054,8499,24963,12042815,0,100167,7638,1,3,1266,0,0,0,0,0,0
CO,2/28/2021,5948,3912,4626,600818,453008,111385459,5948,3912,115931,98,0,92,3,23,0,98,0,92,3,23,0,31340,373834,98361782,889700,6601,82283,22053917,918,4735090,144919,1,3,1266,0,0,0,0,0,15864
CO,3/31/2021,136277,2063,16635,521473,455427,122551062,136277,2063,74373,1556,0,1105,0,655,0,1556,0,1105,0,655,0,9957,239426,57913721,7474683,2378,54219,12827496,5,2275307,202285,0,0,0,0,0,0,0,0,77751
CO,4/30/2021,30567,3224,2974,223871,195720,48665780,30567,3224,23437,1624,7,1043,2,443,1,1624,7,1043,2,443,1,19684,230793,68621576,1980282,1356,26433,6779054,1,2810735,45496,0,0,0,0,0,0,0,0,260419
CO,5/31/2021,9494,3321,4329,240635,232915,57454940,9494,3321,6664,844,10,377,11,98,5,844,10,377,11,98,5,8003,100879,28092438,792339,1007,21330,6177995,0,3989804,19354,0,0,0,0,0,0,0,0,369105
CO,6/30/2021,21466,6343,9085,204954,213101,56166849,21466,6343,7747,607,6,339,7,104,2,607,6,339,7,104,2,7722,68283,16883602,1350423,693,13792,2891197,0,2492831,106305,0,0,0,0,0,0,0,0,504745
CO,7/31/2021,18703,5571,5611,196915,202958,53008365,18703,5571,6487,769,10,528,6,239,2,769,10,528,6,239,2,12017,136903,26002605,1263575,1633,33613,5563733,3,2338676,30453,0,0,0,0,0,0,0,0,588359
CO,8/31/2021,23814,5998,9034,252203,220730,66125223,23814,5998,17807,618,10,562,11,209,4,618,10,562,11,209,4,9814,100049,26725403,1585698,1009,25925,5423900,72,2309477,44714,0,0,0,0,0,0,0,0,727491
CO,9/30/2021,2570,91,424,43083,51847,12721778,2570,91,30022,690,12,573,16,158,7,690,12,573,16,158,7,24005,426558,105911256,300960,4111,108684,24067684,57,986722,2201,0,0,0,0,0,0,0,0,497766
CO,10/31/2021,81,0,75,3155,10233,2253890,81,0,4569,1812,7,920,7,441,1,1812,7,920,7,441,1,3742,59030,13269913,208126,856,16348,3437673,0,564639,0,0,0,0,0,0,0,0,0,364786
CO,11/30/2021,34,1,209,5217,13203,3300823,34,1,3071,911,21,388,18,199,8,911,21,388,18,199,8,3463,52168,12481007,90755,702,12619,2536223,0,495110,0,0,0,0,0,0,0,0,0,339810
CO,12/31/2021,30,1,140,6388,15597,3486386,30,1,8982,603,23,432,16,226,7,603,23,432,16,226,7,94043,1587945,275400063,101144,26243,438796,74129329,0,79112,0,0,0,0,0,0,0,0,0,1466021
CO,1/31/2022,26,3,54,5259,6882,1656544,26,3,7688,614,20,507,22,303,11,614,20,507,22,303,11,4806,77741,18503677,113057,1047,20271,4519973,0,406821,0,0,0,0,0,0,0,0,0,600772
CO,2/28/2022,28,0,39,5652,7134,1615000,28,0,6394,599,31,412,28,225,10,599,31,412,28,225,10,3852,77938,17872153,93237,1083,28972,6541327,0,359316,1532,0,0,0,0,0,0,0,0,821842
CO,3/31/2022,11,1,29,5088,6305,1464985,11,1,4170,470,29,222,26,135,15,470,29,222,26,135,15,5019,97959,22553631,46857,1299,31602,7106398,0,0,0,0,0,0,0,0,0,0,0,640657
CO,4/30/2022,13,1,23,3041,4872,1171401,13,1,1193,628,20,224,30,137,11,628,20,224,30,137,11,3287,47029,10675835,46622,802,14747,3236130,0,521621,7151,0,0,0,0,0,0,0,0,464395
CO,5/31/2022,5,0,34,1653,7576,1748062,5,0,3592,682,52,279,40,144,20,682,52,279,40,144,20,1582,20449,4675045,56368,423,5979,1367777,0,473126,0,0,0,0,0,0,0,0,0,270705
CO,6/30/2022,1,0,30,1618,3705,774786,1,0,856,470,58,318,50,182,29,470,58,318,50,182,29,1003,12294,2935278,63758,338,4529,1101891,0,409220,3242,0,0,0,0,0,0,0,0,1273171
CO,7/31/2022,2,1,24,1228,3347,614903,2,1,759,366,71,302,57,134,27,366,71,302,57,134,27,19208,92070,20806580,61427,18843,86031,19217163,0,415933,15062,0,0,0,0,0,0,0,0,3830116
CO,8/31/2022,3,0,21,824,2682,561635,3,0,1149,240,67,203,74,82,36,240,67,203,74,82,36,755,14376,3635661,41210,206,4297,933388,0,452140,0,0,0,0,0,0,0,0,0,3112719
CO,9/30/2022,2,1,15,836,1797,400645,2,1,418,231,62,206,57,87,30,231,62,206,57,87,30,500,8572,3372282,41877,166,3673,853087,0,314829,10553,0,0,0,0,0,0,0,0,2300876
CO,10/31/2022,0,0,18,245,1090,248897,0,0,239,198,28,178,61,86,35,198,28,178,61,86,35,370,6415,1422231,32666,160,3018,672612,0,212896,0,0,0,0,0,0,0,0,0,692667
CT,4/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,5/31/2020,26736,24932,23258,237632,219034,44436164,24911,23424,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,6/30/2020,8444,9921,16337,263203,251548,60420964,7285,8544,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,7/31/2020,10808,10366,11898,276153,267154,63849443,0,0,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,8/31/2020,6204,4167,5182,241687,233313,56005611,3343,2148,1298,31,0,0,0,0,0,5,0,0,0,0,0,0,0,0,762069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,9/30/2020,4250,2967,4209,206189,199034,47231829,2218,1376,2547,81,0,0,0,0,0,12,0,0,0,0,0,0,0,0,614192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,10/31/2020,2042,1901,2530,174107,167901,40834067,794,846,3247,66,1,50,0,12,0,23,1,10,0,2,0,0,0,0,564685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,11/30/2020,2162,1934,2334,184946,178987,44282973,494,486,1233,141,11,49,0,13,0,31,2,10,0,4,0,0,0,0,598035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,12/31/2020,2884,2310,2699,138304,133358,34280481,471,347,1708,120,5,63,0,13,0,44,2,11,0,5,0,0,0,0,521784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,1/31/2021,2353,1870,2094,169381,164675,41345172,550,409,912,97,8,84,4,16,1,51,3,15,1,4,0,0,0,0,565328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,2/28/2021,1951,1484,1768,152119,148030,37047595,0,0,0,114,7,74,1,9,0,68,0,34,0,4,0,0,0,0,498936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,3/31/2021,1833,1452,1612,160995,155907,39284134,410,326,1409,163,7,147,8,33,1,98,2,73,2,21,0,0,0,0,541575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,4/30/2021,1159,852,1238,143840,139181,34599901,208,161,1364,120,5,101,6,13,1,64,4,57,0,6,0,0,0,0,460816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,5/31/2021,1083,768,854,164823,159521,39822676,216,165,1744,100,6,79,5,26,2,34,3,50,1,20,1,0,0,0,501935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,6/30/2021,1026,693,780,117261,113285,28304964,164,129,1704,122,8,64,2,12,0,64,4,36,1,10,0,0,0,0,373117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,7/31/2021,683,451,526,86846,84585,21225728,85,59,37284,258,1,0,0,0,0,109,1,0,0,0,0,0,0,0,257500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,8/31/2021,566,332,428,100537,98642,24918667,90,55,3771,267,0,49,6,5,0,84,0,28,2,4,0,0,0,0,305133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,9/30/2021,257,168,189,22505,22129,5730278,40,32,407714,154,4,0,0,0,0,65,2,0,0,0,0,0,0,0,70883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,10/31/2021,100,87,111,3099,2907,783657,10,9,14054,154,0,0,0,0,0,55,0,0,0,0,0,0,0,0,17076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,11/30/2021,83,69,69,1872,1478,394226,3,3,3201,349,5,60,1,9,1,216,4,33,1,5,1,0,0,0,40277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,12/31/2021,31,27,41,1173,939,265017,1,2,1658,282,3,63,2,4,0,191,3,26,1,1,0,0,0,0,36098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,1/31/2022,12,11,35,1140,952,235764,0,0,1416,170,3,0,0,0,0,113,1,0,0,0,0,0,0,0,4065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,2/28/2022,4,5,36,1038,969,185529,1,1,1280,123,2,60,1,8,0,71,2,24,1,3,0,0,0,0,27975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,3/31/2022,3,3,37,1160,1012,258533,0,0,831,137,3,62,3,5,1,89,3,33,1,3,0,0,0,0,29426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,4/30/2022,3,3,26,847,748,169972,0,0,252,23,2,67,2,11,0,10,2,31,1,7,0,0,0,0,17242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,5/31/2022,6,5,13,587,399,96200,1,1,495,7,1,85,1,10,0,6,0,38,0,5,0,0,0,0,21027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,6/30/2022,5,4,9,349,257,69116,0,0,581,7,0,44,1,4,0,6,0,19,0,1,0,0,0,0,11076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,7/31/2022,0,0,0,21,21,4158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,8/31/2022,0,0,0,0,0,0,0,0,0,0,1,44,0,4,0,0,1,19,0,2,0,0,0,0,12461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,9/30/2022,0,0,1,24,10,7458,0,0,0,0,2,44,0,4,0,0,2,19,0,1,0,0,0,0,12467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,10/31/2022,0,0,1,0,0,3696,0,0,0,0,1,44,2,4,0,0,0,19,2,1,0,0,0,0,18613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CT,11/30/2022,0,0,0,0,0,0,0,0,0,0,0,44,0,4,0,0,0,19,0,1,0,0,0,0,18613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,4/30/2020,7034,7030,4453,9513,9340,1681842,3512,3510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,5/31/2020,6715,6715,6463,20823,20228,3587834,2845,2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,6/30/2020,3539,3539,3406,8332,8016,1412452,1177,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,7/31/2020,2278,2278,2230,4219,4072,717215,778,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,8/31/2020,1021,1021,1007,2665,2531,454820,354,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,9/30/2020,764,764,745,1728,1636,304874,247,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,10/31/2020,751,751,731,1338,1278,271920,242,242,0,80,0,0,0,0,0,10,0,0,0,0,0,0,0,0,40403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,11/30/2020,389,389,388,883,791,169916,117,117,0,11,0,6,0,0,0,3,0,1,0,0,0,9,25,15000,23111,15,148,88800,0,0,0,0,0,0,0,0,0,0,0,0
DC,12/31/2020,741,741,729,1880,1676,303111,212,212,0,12,0,50,0,4,0,2,0,8,0,1,0,35,72,43000,28904,13,46,27600,0,0,0,0,0,0,0,0,0,0,0,0
DC,1/31/2021,519,519,516,1588,1390,246489,159,159,0,8,0,29,0,1,0,0,0,0,0,0,0,24,48,26700,19449,7,21,12600,0,0,0,0,0,0,0,0,0,0,0,0
DC,2/28/2021,505,505,490,1439,1145,202842,123,123,0,6,0,17,0,5,0,2,0,0,0,0,0,36,62,20100,16904,17,61,28000,0,0,0,0,0,0,0,0,0,0,0,0
DC,3/31/2021,344,344,333,722,640,126102,88,88,0,2,0,16,0,3,0,0,0,2,0,0,0,67,130,45900,12092,21,99,40200,0,0,0,0,0,0,0,0,0,0,0,0
DC,4/30/2021,518,518,515,865,823,145910,74,74,0,2,0,4,0,1,0,0,0,0,0,0,0,55,79,28500,14843,53,216,90900,0,0,0,0,0,0,0,0,0,0,0,0
DC,5/31/2021,339,339,331,731,645,113701,58,58,0,6,0,8,0,4,0,0,0,0,0,0,0,40,86,28800,10640,22,119,43500,0,0,0,0,0,0,0,0,0,0,0,0
DC,6/30/2021,286,286,281,563,489,94388,38,38,0,6,0,8,0,0,0,0,0,0,0,0,0,86,137,46500,9232,50,308,100200,0,0,0,0,0,0,0,0,0,0,0,0
DC,7/31/2021,592,592,591,587,543,96880,65,65,0,2,0,10,0,3,0,0,0,0,0,0,0,110,237,87600,17559,27,179,62400,0,0,0,0,0,0,0,0,0,0,0,0
DC,8/31/2021,580,580,550,656,572,133344,48,48,0,8,0,4,0,0,0,1,0,0,0,0,0,153,260,84900,16334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,9/30/2021,68,68,66,27,26,4654,7,7,0,5,0,6,0,2,0,0,0,0,0,0,0,138,238,88200,2816,166,873,306900,0,0,0,0,0,0,0,0,0,0,0,0
DC,10/31/2021,8,8,8,65,65,21970,2,2,0,6,0,3,0,1,0,0,0,0,0,0,0,101,235,117000,620,45,190,82800,0,0,0,0,0,0,0,0,0,0,0,0
DC,11/30/2021,87,87,101,6786,6847,1266866,0,0,0,3,0,6,0,1,0,0,0,1,0,0,0,82,183,90000,9165,78,465,174000,0,0,0,0,0,0,0,0,0,0,0,0
DC,12/31/2021,98,98,90,5939,6463,1338747,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,92,135,59400,8603,121,740,294900,0,0,0,0,0,0,0,0,0,0,0,0
DC,1/31/2022,0,0,0,0,0,0,0,0,0,1,0,7,0,3,0,0,0,0,0,0,0,75,153,69600,955,101,614,225600,0,0,0,0,0,0,0,0,0,0,0,0
DC,2/28/2022,0,0,0,0,0,0,0,0,0,4,0,9,0,3,0,0,0,1,0,0,0,50,97,38400,1194,63,366,139500,0,0,0,0,0,0,0,0,0,0,0,0
DC,3/31/2022,101,98,89,6010,7376,58513843,1,1,0,1,0,5,0,2,0,0,0,0,0,0,0,74,134,51000,8620,104,574,212100,0,0,0,0,0,0,0,0,0,0,0,0
DC,4/30/2022,27,25,26,1446,2224,8940013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,5/31/2022,35,35,119,2566,2566,13584945,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,56,134,50100,3367,61,377,134400,0,0,0,0,0,0,0,0,0,0,0,0
DC,6/30/2022,32,32,34,1984,2014,410884,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,7/31/2022,20,19,1,1316,1481,289136,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,23,46,15600,1991,32,196,66000,0,0,0,0,0,0,0,0,0,0,0,0
DC,8/31/2022,27,27,36,1560,2022,385851,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,156,3066,53600,2408,4,22,3237,0,20162,1601,0,0,0,0,0,0,0,0,4364
DC,9/30/2022,20,20,19,1276,1440,270007,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,123,2194,381185,1622,5,60,9988,0,231206,1358,0,0,0,0,0,0,0,0,0
DC,10/31/2022,27,27,24,1763,1637,295965,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,108,1724,99841,2135,3,5,286,0,52749,1000,0,0,0,0,0,0,0,0,0
DC,11/30/2022,17,15,16,1080,1312,250955,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,88,1338,27954,2127,23,149,18669,0,98279,306,0,0,0,0,0,0,0,0,4117
DE,4/30/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,5/31/2020,6094,113,113,37511,916,140430,4171,107,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,6/30/2020,2876,2311,4469,44789,54186,6180829,1569,1559,3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,7/31/2020,1709,1377,2071,43104,45098,4976038,864,861,3257,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6862,164224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,8/31/2020,871,705,574,36955,31702,4243914,435,433,2049,2,0,1,0,0,0,0,0,0,0,0,0,9,72,9911,125053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,9/30/2020,495,415,457,31565,50940,3578152,248,236,1980,2,0,2,0,0,0,0,0,0,0,0,0,3,34,6546,100296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,10/31/2020,529,353,195,31649,24501,3524967,290,199,1566,2,0,4,0,0,0,0,0,0,0,0,0,22,290,36540,101905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,11/30/2020,446,335,182,34631,27500,4153192,223,192,1615,6,0,1,0,0,0,0,0,0,0,0,0,19,191,25114,107259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,12/31/2020,423,310,275,20451,20720,3285508,189,139,987,1,2,6,0,0,0,0,0,0,0,0,0,1,13,1729,64173,0,0,0,0,0,0,1,13,1729,0,0,0,0,0,0
DE,1/31/2021,448,338,163,24249,22946,3105325,193,157,580,2,0,1,2,0,0,0,0,0,0,0,0,3,24,3459,73563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,2/28/2021,320,253,135,21163,19955,2752461,130,122,409,3,0,0,0,0,0,0,0,0,0,0,0,2,40,5068,62512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE,3/31/2021,349,257,188,24095,22215,5771464,120,110,597,0,2,3,2,0,0,0,0,0,0,0,0,11,143,15348,71334,1,7,980,0,0,0,0,0,0,0,0,0,0,0,0
DE,4/30/2021,299,189,137,23311,21696,8564675,101,98,849,7,1,4,2,0,0,0,0,0,0,0,0,9,176,29168,68354,1,35,4655,0,117,0,0,0,0,0,0,0,0,0,0
DE,5/31/2021,2140,103,105,25219,21862,8907261,74,64,923,8,0,4,1,1,0,0,0,0,0,0,0,10,100,15710,115664,0,0,0,0,1007,0,0,0,0,0,0,0,0,0,0
DE,6/30/2021,219,133,51,17140,14135,5606827,119,111,498,5,1,10,0,1,0,0,0,0,0,0,0,2,18,2394,51626,0,0,0,318,2255,0,0,0,0,0,0,0,0,0,0
DE,7/31/2021,110,62,27,13425,10592,4450635,60,54,306,10,7,5,1,1,0,0,0,0,0,0,0,13,267,39323,38516,0,0,0,0,1048,0,0,0,0,0,0,0,0,0,0
DE,8/31/2021,141,105,38,15498,12469,5410004,78,69,229,9,1,12,1,0,0,0,0,0,0,0,0,7,339,48811,45856,1,38,8778,0,3110,0,0,0,0,0,0,0,0,0,0
DE,9/30/2021,98,22,46,3381,3753,1576490,52,10,127,7,5,5,8,0,0,0,0,0,0,0,0,8,183,32126,12023,4,95,20278,1918,1007,0,0,0,0,0,0,0,0,0,0
DE,10/31/2021,12,5,21,630,1633,572443,4,1,90,3,2,7,3,0,0,0,0,0,0,0,0,3,78,12084,3881,0,0,0,88,50,0,0,0,0,0,0,0,0,0,0
DE,11/30/2021,7,6,24,605,1697,513846,1,1,116,3,0,4,2,0,0,0,0,0,0,0,0,4,206,44039,2770,3,132,34197,56,622,0,0,0,0,0,0,0,0,0,0
